Date;Time;PizzaType;Quantity;Size;PriceEUR;Waiter;Table;InvoiceNumber
2025-11-16;20:21;Pizza Diavola;3;Small;30,0;Luca;10;52406
2025-11-16;13:50;Pizza Salami;3;Large;33,75;Jonas;5;52407
2025-11-16;20:46;Pizza Salami;3;Large;33,75;Luca;1;52408
2025-11-16;17:31;Pizza Funghi;2;Medium;18,0;Luca;10;52409
2025-11-16;14:22;Pizza Salami;2;Large;22,5;Jonas;12;52410
2025-11-16;22:57;Pizza Funghi;1;Medium;9,0;Luca;9;52411
2025-11-16;21:41;Pizza Funghi;1;Small;9,0;Jonas;12;52412
2025-11-16;13:03;Pizza Margherita;3;Large;30,0;Jonas;9;52413
2025-11-16;13:34;Pizza Funghi;1;Medium;9,0;Maria;9;52414
2025-11-16;19:30;Pizza Hawaii;1;Medium;9,0;Maria;10;52415
2025-11-16;19:51;Pizza Margherita;2;Medium;16,0;Maria;5;52416
2025-11-16;14:23;Pizza Diavola;1;Small;10,0;Jonas;12;52417
2025-11-16;22:38;Pizza Prosciutto;1;Large;11,25;Sophie;1;52418
2025-11-16;14:00;Pizza Margherita;3;Medium;24,0;Jonas;1;52419
2025-11-16;20:06;Pizza Margherita;2;Medium;16,0;Eva;5;52420
2025-11-16;20:30;Pizza Salami;1;Small;9,0;Luca;5;52421
2025-11-16;20:31;Pizza Prosciutto;1;Small;9,0;Maria;5;52422
2025-11-16;21:41;Pizza Hawaii;3;Large;33,75;Luca;10;52423
2025-11-16;14:03;Pizza Margherita;3;Small;24,0;Maria;3;52424
2025-11-16;14:49;Pizza Prosciutto;3;Large;33,75;Luca;9;52425
2025-11-16;19:11;Pizza Hawaii;3;Medium;27,0;Leon;10;52426
2025-11-16;17:53;Pizza Diavola;2;Medium;20,0;Mark;7;52427
2025-11-16;18:59;Pizza Diavola;2;Large;25,0;Jonas;3;52428
2025-11-16;12:27;Pizza Diavola;1;Large;12,5;Maria;1;52429
2025-11-16;12:59;Pizza Margherita;2;Medium;16,0;Eva;1;52430
2025-11-16;11:55;Pizza Diavola;1;Medium;10,0;Maria;8;52431
2025-11-16;21:53;Pizza Margherita;1;Large;10,0;Jonas;12;52432
2025-11-16;20:49;Pizza Salami;3;Medium;27,0;Jonas;7;52433
2025-11-16;14:33;Pizza Hawaii;2;Medium;18,0;Mark;7;52434
2025-11-16;20:39;Pizza Margherita;1;Medium;8,0;Eva;2;52435
2025-11-16;11:09;Pizza Funghi;1;Large;11,25;Maria;10;52436
2025-11-16;14:38;Pizza Margherita;2;Medium;16,0;Maria;2;52437
2025-11-16;14:35;Pizza Prosciutto;2;Large;22,5;Maria;11;52438
2025-11-16;13:56;Pizza Margherita;2;Small;16,0;Jonas;4;52439
2025-11-16;13:11;Pizza Funghi;1;Medium;9,0;Luca;6;52440
2025-11-16;21:38;Pizza Funghi;1;Small;9,0;Luca;1;52441
2025-11-16;12:36;Pizza Salami;2;Small;18,0;Jonas;8;52442
2025-11-16;12:57;Pizza Prosciutto;2;Small;18,0;Maria;4;52443
2025-11-16;14:44;Pizza Hawaii;2;Small;18,0;Luca;10;52444
2025-11-16;21:35;Pizza Margherita;1;Small;8,0;Eva;12;52445
2025-11-16;11:35;Pizza Hawaii;2;Small;18,0;Leon;7;52446
2025-11-16;21:58;Pizza Margherita;3;Large;30,0;Luca;2;52447
2025-11-16;21:39;Pizza Margherita;3;Small;24,0;Maria;11;52448
2025-11-16;22:05;Pizza Hawaii;1;Large;11,25;Maria;7;52449
2025-11-16;22:06;Pizza Margherita;2;Large;20,0;Sophie;5;52450
2025-11-16;14:16;Pizza Diavola;1;Small;10,0;Luca;7;52451
2025-11-16;14:33;Pizza Salami;1;Medium;9,0;Sophie;5;52452
2025-11-16;14:22;Pizza Diavola;3;Medium;30,0;Luca;10;52453
2025-11-16;13:32;Pizza Salami;1;Small;9,0;Luca;3;52454
2025-11-16;17:27;Pizza Funghi;3;Medium;27,0;Jonas;2;52455
2025-11-16;12:22;Pizza Salami;1;Large;11,25;Luca;2;52456
2025-11-16;19:04;Pizza Hawaii;1;Large;11,25;Maria;1;52457
2025-11-16;17:30;Pizza Salami;2;Small;18,0;Luca;1;52458
2025-11-16;21:59;Pizza Margherita;3;Medium;24,0;Jonas;6;52459
2025-11-16;13:00;Pizza Salami;3;Large;33,75;Jonas;8;52460
2025-11-16;13:46;Pizza Salami;2;Medium;18,0;Jonas;2;52461
2025-11-16;11:53;Pizza Funghi;2;Small;18,0;Jonas;8;52462
2025-11-16;14:45;Pizza Hawaii;3;Large;33,75;Maria;6;52463
2025-11-17;11:46;Pizza Margherita;1;Medium;8,0;Jonas;11;52464
2025-11-17;11:19;Pizza Hawaii;2;Medium;18,0;Maria;2;52465
2025-11-17;19:32;Pizza Salami;3;Medium;27,0;Luca;9;52466
2025-11-17;21:26;Pizza Hawaii;1;Medium;9,0;Maria;12;52467
2025-11-17;13:03;Pizza Salami;3;Small;27,0;Maria;8;52468
2025-11-17;12:26;Pizza Hawaii;1;Large;11,25;Luca;3;52469
2025-11-17;21:59;Pizza Hawaii;1;Small;9,0;Jonas;4;52470
2025-11-17;14:46;Pizza Salami;1;Medium;9,0;Jonas;11;52471
2025-11-17;19:18;Pizza Prosciutto;2;Medium;18,0;Maria;1;52472
2025-11-17;19:25;Pizza Hawaii;3;Medium;27,0;Jonas;1;52473
2025-11-17;20:08;Pizza Salami;3;Small;27,0;Jonas;11;52474
2025-11-17;19:11;Pizza Funghi;3;Medium;27,0;Leon;12;52475
2025-11-17;22:10;Pizza Funghi;2;Small;18,0;Eva;12;52476
2025-11-17;13:37;Pizza Diavola;2;Medium;20,0;Maria;10;52477
2025-11-17;14:05;Pizza Hawaii;2;Small;18,0;Luca;1;52478
2025-11-18;12:27;Pizza Diavola;1;Large;12,5;Maria;2;52479
2025-11-18;19:51;Pizza Salami;2;Large;22,5;Jonas;2;52480
2025-11-18;19:38;Pizza Hawaii;1;Small;9,0;Jonas;4;52481
2025-11-18;20:25;Pizza Hawaii;2;Small;18,0;Jonas;11;52482
2025-11-18;19:50;Pizza Salami;1;Medium;9,0;Jonas;10;52483
2025-11-18;21:23;Pizza Funghi;1;Small;9,0;Luca;1;52484
2025-11-18;21:53;Pizza Funghi;2;Small;18,0;Luca;5;52485
2025-11-18;12:03;Pizza Diavola;3;Medium;30,0;Maria;9;52486
2025-11-18;22:57;Pizza Diavola;3;Medium;30,0;Jonas;1;52487
2025-11-18;11:22;Pizza Diavola;1;Small;10,0;Mark;3;52488
2025-11-18;14:42;Pizza Hawaii;3;Medium;27,0;Luca;3;52489
2025-11-18;11:53;Pizza Hawaii;1;Large;11,25;Maria;7;52490
2025-11-18;14:13;Pizza Margherita;2;Medium;16,0;Luca;3;52491
2025-11-18;14:16;Pizza Margherita;3;Medium;24,0;Maria;4;52492
2025-11-18;12:51;Pizza Diavola;1;Large;12,5;Jonas;3;52493
2025-11-18;22:55;Pizza Margherita;1;Medium;8,0;Luca;11;52494
2025-11-18;12:58;Pizza Prosciutto;3;Medium;27,0;Jonas;4;52495
2025-11-18;22:51;Pizza Diavola;2;Small;20,0;Eva;10;52496
2025-11-19;11:41;Pizza Prosciutto;3;Large;33,75;Maria;11;52497
2025-11-19;18:48;Pizza Margherita;1;Small;8,0;Luca;2;52498
2025-11-19;11:06;Pizza Diavola;1;Large;12,5;Mark;8;52499
2025-11-19;13:51;Pizza Diavola;1;Small;10,0;Luca;1;52500
2025-11-19;11:59;Pizza Margherita;2;Medium;16,0;Maria;5;52501
2025-11-19;14:42;Pizza Prosciutto;2;Large;22,5;Mark;1;52502
2025-11-19;11:06;Pizza Hawaii;2;Large;22,5;Jonas;3;52503
2025-11-19;11:34;Pizza Diavola;1;Small;10,0;Luca;2;52504
2025-11-19;14:49;Pizza Diavola;3;Large;37,5;Jonas;6;52505
2025-11-19;22:56;Pizza Salami;2;Small;18,0;Maria;4;52506
2025-11-19;11:15;Pizza Hawaii;3;Medium;27,0;Luca;12;52507
2025-11-19;13:30;Pizza Salami;1;Small;9,0;Luca;2;52508
2025-11-19;14:45;Pizza Salami;2;Large;22,5;Maria;3;52509
2025-11-19;11:03;Pizza Diavola;2;Large;25,0;Maria;6;52510
2025-11-19;13:01;Pizza Diavola;2;Medium;20,0;Jonas;6;52511
2025-11-19;12:52;Pizza Prosciutto;3;Small;27,0;Luca;12;52512
2025-11-19;17:57;Pizza Funghi;2;Small;18,0;Luca;8;52513
2025-11-19;21:05;Pizza Salami;2;Medium;18,0;Maria;4;52514
2025-11-19;22:18;Pizza Prosciutto;1;Large;11,25;Jonas;10;52515
2025-11-19;12:36;Pizza Diavola;2;Large;25,0;Leon;2;52516
2025-11-20;18:36;Pizza Salami;2;Large;22,5;Luca;10;52517
2025-11-20;17:53;Pizza Salami;1;Medium;9,0;Jonas;7;52518
2025-11-20;11:32;Pizza Margherita;3;Small;24,0;Maria;10;52519
2025-11-20;13:01;Pizza Diavola;3;Large;37,5;Eva;7;52520
2025-11-20;12:17;Pizza Hawaii;3;Small;27,0;Eva;7;52521
2025-11-20;12:43;Pizza Funghi;2;Medium;18,0;Jonas;2;52522
2025-11-20;11:43;Pizza Salami;3;Medium;27,0;Jonas;1;52523
2025-11-20;13:03;Pizza Margherita;3;Large;30,0;Luca;3;52524
2025-11-20;17:33;Pizza Prosciutto;1;Medium;9,0;Luca;1;52525
2025-11-20;12:43;Pizza Salami;3;Large;33,75;Jonas;8;52526
2025-11-20;17:54;Pizza Funghi;1;Large;11,25;Maria;8;52527
2025-11-20;13:15;Pizza Diavola;3;Large;37,5;Maria;11;52528
2025-11-20;20:31;Pizza Salami;3;Large;33,75;Jonas;2;52529
2025-11-20;17:57;Pizza Salami;1;Large;11,25;Luca;5;52530
2025-11-20;21:22;Pizza Salami;1;Medium;9,0;Jonas;9;52531
2025-11-20;19:09;Pizza Funghi;3;Small;27,0;Eva;10;52532
2025-11-20;21:58;Pizza Prosciutto;3;Large;33,75;Sophie;1;52533
2025-11-20;12:27;Pizza Hawaii;1;Medium;9,0;Jonas;1;52534
2025-11-20;12:11;Pizza Prosciutto;3;Medium;27,0;Jonas;12;52535
2025-11-20;21:18;Pizza Hawaii;3;Large;33,75;Luca;3;52536
2025-11-20;13:57;Pizza Prosciutto;3;Small;27,0;Jonas;8;52537
2025-11-20;21:02;Pizza Margherita;1;Large;10,0;Leon;12;52538
2025-11-20;21:02;Pizza Diavola;1;Medium;10,0;Maria;9;52539
2025-11-21;11:56;Pizza Margherita;3;Medium;24,0;Luca;6;52540
2025-11-21;12:33;Pizza Prosciutto;1;Medium;9,0;Jonas;2;52541
2025-11-21;17:36;Pizza Salami;1;Large;11,25;Jonas;5;52542
2025-11-21;14:45;Pizza Salami;1;Large;11,25;Jonas;12;52543
2025-11-21;14:24;Pizza Hawaii;1;Small;9,0;Mark;2;52544
2025-11-21;22:47;Pizza Hawaii;2;Medium;18,0;Sophie;2;52545
2025-11-21;11:22;Pizza Hawaii;3;Small;27,0;Jonas;3;52546
2025-11-21;21:42;Pizza Salami;1;Small;9,0;Eva;5;52547
2025-11-21;11:42;Pizza Salami;2;Large;22,5;Luca;8;52548
2025-11-21;13:59;Pizza Prosciutto;3;Medium;27,0;Jonas;1;52549
2025-11-21;19:55;Pizza Prosciutto;3;Small;27,0;Luca;9;52550
2025-11-21;17:39;Pizza Margherita;1;Medium;8,0;Maria;11;52551
2025-11-21;11:33;Pizza Margherita;3;Medium;24,0;Jonas;12;52552
2025-11-21;22:15;Pizza Funghi;3;Large;33,75;Maria;10;52553
2025-11-21;11:04;Pizza Diavola;1;Medium;10,0;Maria;4;52554
2025-11-21;12:46;Pizza Salami;2;Medium;18,0;Eva;3;52555
2025-11-21;21:49;Pizza Prosciutto;3;Medium;27,0;Luca;10;52556
2025-11-21;21:49;Pizza Diavola;3;Large;37,5;Luca;3;52557
2025-11-21;13:18;Pizza Margherita;3;Large;30,0;Leon;3;52558
2025-11-21;12:45;Pizza Diavola;2;Small;20,0;Maria;10;52559
2025-11-21;20:23;Pizza Diavola;1;Medium;10,0;Luca;4;52560
2025-11-21;19:54;Pizza Funghi;2;Large;22,5;Maria;6;52561
2025-11-21;12:18;Pizza Diavola;2;Medium;20,0;Luca;9;52562
2025-11-21;20:27;Pizza Prosciutto;3;Small;27,0;Mark;8;52563
2025-11-21;14:58;Pizza Diavola;1;Medium;10,0;Leon;1;52564
2025-11-21;11:25;Pizza Margherita;3;Large;30,0;Sophie;11;52565
2025-11-22;22:12;Pizza Margherita;2;Medium;16,0;Maria;10;52566
2025-11-22;22:21;Pizza Margherita;3;Small;24,0;Mark;6;52567
2025-11-22;12:07;Pizza Margherita;3;Small;24,0;Luca;3;52568
2025-11-22;21:25;Pizza Margherita;1;Large;10,0;Luca;7;52569
2025-11-22;17:05;Pizza Funghi;3;Small;27,0;Luca;6;52570
2025-11-22;13:42;Pizza Hawaii;3;Large;33,75;Jonas;9;52571
2025-11-22;12:12;Pizza Diavola;3;Medium;30,0;Luca;9;52572
2025-11-22;13:32;Pizza Salami;1;Large;11,25;Luca;9;52573
2025-11-22;13:26;Pizza Salami;1;Small;9,0;Jonas;10;52574
2025-11-22;14:50;Pizza Funghi;3;Small;27,0;Sophie;7;52575
2025-11-22;12:06;Pizza Diavola;2;Large;25,0;Sophie;7;52576
2025-11-22;13:05;Pizza Prosciutto;3;Small;27,0;Maria;5;52577
2025-11-22;21:56;Pizza Salami;3;Large;33,75;Jonas;8;52578
2025-11-22;14:47;Pizza Margherita;1;Medium;8,0;Sophie;3;52579
2025-11-22;13:19;Pizza Margherita;1;Medium;8,0;Maria;3;52580
2025-11-22;20:16;Pizza Funghi;1;Large;11,25;Luca;5;52581
2025-11-22;12:49;Pizza Salami;1;Large;11,25;Eva;10;52582
2025-11-22;11:37;Pizza Salami;2;Small;18,0;Jonas;5;52583
2025-11-22;12:01;Pizza Salami;3;Small;27,0;Jonas;10;52584
2025-11-22;13:32;Pizza Diavola;3;Small;30,0;Maria;5;52585
2025-11-22;17:51;Pizza Funghi;1;Medium;9,0;Maria;10;52586
2025-11-22;13:00;Pizza Prosciutto;1;Medium;9,0;Maria;4;52587
2025-11-22;14:42;Pizza Hawaii;2;Small;18,0;Maria;11;52588
2025-11-22;18:28;Pizza Margherita;3;Medium;24,0;Jonas;5;52589
2025-11-22;17:15;Pizza Salami;2;Small;18,0;Jonas;11;52590
2025-11-22;17:41;Pizza Diavola;3;Small;30,0;Maria;8;52591
2025-11-22;14:43;Pizza Hawaii;3;Large;33,75;Jonas;8;52592
2025-11-22;11:44;Pizza Funghi;2;Medium;18,0;Mark;12;52593
2025-11-22;22:31;Pizza Hawaii;1;Medium;9,0;Jonas;1;52594
2025-11-22;13:30;Pizza Prosciutto;2;Small;18,0;Luca;6;52595
2025-11-22;17:51;Pizza Salami;2;Large;22,5;Luca;1;52596
2025-11-22;14:08;Pizza Prosciutto;3;Medium;27,0;Maria;1;52597
2025-11-22;13:39;Pizza Prosciutto;1;Medium;9,0;Luca;9;52598
2025-11-22;12:03;Pizza Diavola;1;Large;12,5;Luca;10;52599
2025-11-22;13:56;Pizza Diavola;1;Large;12,5;Maria;11;52600
2025-11-22;14:14;Pizza Prosciutto;2;Medium;18,0;Jonas;6;52601
2025-11-22;21:12;Pizza Hawaii;2;Large;22,5;Luca;1;52602
2025-11-22;21:30;Pizza Diavola;1;Large;12,5;Maria;7;52603
2025-11-22;22:08;Pizza Prosciutto;2;Small;18,0;Luca;9;52604
2025-11-22;13:36;Pizza Diavola;1;Small;10,0;Eva;7;52605
2025-11-22;14:55;Pizza Salami;1;Small;9,0;Luca;1;52606
2025-11-23;14:55;Pizza Salami;1;Medium;9,0;Maria;3;52607
2025-11-23;18:53;Pizza Salami;3;Large;33,75;Maria;3;52608
2025-11-23;21:22;Pizza Margherita;1;Medium;8,0;Luca;4;52609
2025-11-23;13:04;Pizza Diavola;3;Large;37,5;Luca;5;52610
2025-11-23;13:49;Pizza Diavola;3;Small;30,0;Luca;7;52611
2025-11-23;12:24;Pizza Margherita;1;Small;8,0;Maria;7;52612
2025-11-23;14:41;Pizza Hawaii;3;Small;27,0;Jonas;9;52613
2025-11-23;18:34;Pizza Funghi;2;Small;18,0;Maria;1;52614
2025-11-23;14:04;Pizza Hawaii;3;Medium;27,0;Luca;2;52615
2025-11-23;14:18;Pizza Funghi;2;Small;18,0;Luca;3;52616
2025-11-23;14:23;Pizza Margherita;1;Medium;8,0;Luca;12;52617
2025-11-23;11:43;Pizza Prosciutto;3;Large;33,75;Luca;9;52618
2025-11-23;22:48;Pizza Margherita;3;Large;30,0;Jonas;2;52619
2025-11-23;22:18;Pizza Hawaii;1;Large;11,25;Leon;12;52620
2025-11-23;13:53;Pizza Diavola;3;Medium;30,0;Jonas;1;52621
2025-11-23;14:15;Pizza Margherita;3;Small;24,0;Mark;6;52622
2025-11-23;21:12;Pizza Margherita;3;Large;30,0;Jonas;2;52623
2025-11-23;18:35;Pizza Diavola;1;Medium;10,0;Mark;4;52624
2025-11-23;18:22;Pizza Funghi;2;Small;18,0;Maria;2;52625
2025-11-23;17:54;Pizza Salami;1;Small;9,0;Maria;6;52626
2025-11-23;19:25;Pizza Margherita;3;Medium;24,0;Luca;2;52627
2025-11-23;12:27;Pizza Prosciutto;3;Medium;27,0;Maria;8;52628
2025-11-23;11:13;Pizza Funghi;3;Large;33,75;Maria;4;52629
2025-11-23;21:53;Pizza Funghi;3;Medium;27,0;Maria;4;52630
2025-11-23;19:19;Pizza Hawaii;2;Medium;18,0;Sophie;3;52631
2025-11-23;17:44;Pizza Hawaii;1;Large;11,25;Luca;7;52632
2025-11-23;22:03;Pizza Salami;3;Large;33,75;Luca;2;52633
2025-11-23;22:44;Pizza Diavola;3;Medium;30,0;Jonas;2;52634
2025-11-23;19:15;Pizza Margherita;2;Small;16,0;Luca;6;52635
2025-11-23;13:40;Pizza Diavola;3;Large;37,5;Mark;2;52636
2025-11-23;21:32;Pizza Diavola;2;Medium;20,0;Maria;12;52637
2025-11-23;11:40;Pizza Funghi;3;Large;33,75;Jonas;7;52638
2025-11-23;19:47;Pizza Prosciutto;1;Medium;9,0;Maria;8;52639
2025-11-23;19:51;Pizza Funghi;3;Medium;27,0;Maria;2;52640
2025-11-23;14:13;Pizza Hawaii;3;Medium;27,0;Luca;11;52641
2025-11-23;21:30;Pizza Diavola;3;Small;30,0;Luca;2;52642
2025-11-23;20:22;Pizza Salami;2;Large;22,5;Luca;7;52643
2025-11-23;12:49;Pizza Funghi;3;Large;33,75;Maria;10;52644
2025-11-23;13:14;Pizza Funghi;2;Small;18,0;Mark;8;52645
2025-11-23;19:46;Pizza Diavola;1;Medium;10,0;Maria;9;52646
2025-11-23;14:39;Pizza Prosciutto;1;Large;11,25;Jonas;9;52647
2025-11-23;12:51;Pizza Hawaii;1;Small;9,0;Eva;7;52648
2025-11-23;12:14;Pizza Salami;2;Medium;18,0;Mark;8;52649
2025-11-23;12:17;Pizza Hawaii;2;Small;18,0;Jonas;5;52650
2025-11-23;13:30;Pizza Margherita;1;Small;8,0;Luca;5;52651
2025-11-23;12:07;Pizza Margherita;3;Medium;24,0;Luca;10;52652
2025-11-23;11:36;Pizza Margherita;2;Medium;16,0;Jonas;9;52653
2025-11-23;22:28;Pizza Funghi;1;Medium;9,0;Luca;9;52654
2025-11-23;12:34;Pizza Hawaii;1;Medium;9,0;Jonas;7;52655
2025-11-23;18:48;Pizza Funghi;3;Large;33,75;Maria;6;52656
2025-11-23;12:54;Pizza Hawaii;2;Small;18,0;Luca;6;52657
2025-11-24;18:29;Pizza Prosciutto;2;Large;22,5;Jonas;6;52658
2025-11-24;11:04;Pizza Salami;1;Small;9,0;Maria;7;52659
2025-11-24;19:40;Pizza Prosciutto;1;Small;9,0;Luca;4;52660
2025-11-24;11:41;Pizza Margherita;1;Medium;8,0;Jonas;2;52661
2025-11-24;13:35;Pizza Prosciutto;2;Small;18,0;Luca;9;52662
2025-11-24;22:33;Pizza Prosciutto;3;Small;27,0;Maria;10;52663
2025-11-24;19:45;Pizza Funghi;1;Medium;9,0;Jonas;8;52664
2025-11-24;17:32;Pizza Funghi;1;Small;9,0;Mark;10;52665
2025-11-24;14:17;Pizza Salami;3;Medium;27,0;Maria;2;52666
2025-11-24;14:32;Pizza Margherita;2;Large;20,0;Maria;9;52667
2025-11-24;14:59;Pizza Margherita;2;Medium;16,0;Maria;6;52668
2025-11-24;12:22;Pizza Salami;2;Small;18,0;Luca;9;52669
2025-11-24;14:48;Pizza Diavola;1;Medium;10,0;Maria;10;52670
2025-11-24;12:12;Pizza Salami;1;Small;9,0;Luca;12;52671
2025-11-24;13:41;Pizza Funghi;1;Small;9,0;Maria;2;52672
2025-11-24;22:50;Pizza Funghi;2;Large;22,5;Luca;6;52673
2025-11-24;18:03;Pizza Hawaii;3;Large;33,75;Sophie;7;52674
2025-11-24;18:41;Pizza Margherita;3;Large;30,0;Maria;7;52675
2025-11-25;12:00;Pizza Prosciutto;2;Large;22,5;Jonas;9;52676
2025-11-25;12:42;Pizza Diavola;1;Small;10,0;Jonas;3;52677
2025-11-25;22:08;Pizza Funghi;3;Medium;27,0;Jonas;8;52678
2025-11-25;12:50;Pizza Prosciutto;3;Large;33,75;Jonas;7;52679
2025-11-25;14:23;Pizza Funghi;3;Large;33,75;Jonas;4;52680
2025-11-25;11:53;Pizza Prosciutto;1;Medium;9,0;Luca;12;52681
2025-11-25;14:46;Pizza Margherita;3;Medium;24,0;Mark;6;52682
2025-11-25;13:56;Pizza Hawaii;3;Large;33,75;Maria;5;52683
2025-11-25;12:29;Pizza Prosciutto;1;Large;11,25;Jonas;10;52684
2025-11-25;20:28;Pizza Diavola;3;Medium;30,0;Luca;4;52685
2025-11-25;12:00;Pizza Hawaii;3;Small;27,0;Sophie;8;52686
2025-11-25;12:54;Pizza Salami;2;Large;22,5;Mark;11;52687
2025-11-25;12:22;Pizza Hawaii;1;Small;9,0;Luca;1;52688
2025-11-25;22:02;Pizza Prosciutto;3;Medium;27,0;Luca;11;52689
2025-11-25;14:33;Pizza Hawaii;3;Large;33,75;Luca;1;52690
2025-11-25;17:51;Pizza Hawaii;1;Medium;9,0;Luca;7;52691
2025-11-25;21:00;Pizza Prosciutto;3;Large;33,75;Luca;7;52692
2025-11-25;11:52;Pizza Margherita;3;Small;24,0;Jonas;12;52693
2025-11-25;18:15;Pizza Funghi;1;Small;9,0;Jonas;9;52694
2025-11-25;19:16;Pizza Prosciutto;1;Medium;9,0;Leon;10;52695
2025-11-25;20:52;Pizza Hawaii;3;Medium;27,0;Jonas;12;52696
2025-11-25;18:45;Pizza Salami;1;Large;11,25;Maria;4;52697
2025-11-26;19:01;Pizza Diavola;2;Small;20,0;Maria;8;52698
2025-11-26;11:36;Pizza Salami;2;Medium;18,0;Eva;8;52699
2025-11-26;17:19;Pizza Funghi;1;Medium;9,0;Luca;6;52700
2025-11-26;11:57;Pizza Funghi;2;Medium;18,0;Luca;5;52701
2025-11-26;22:44;Pizza Diavola;1;Medium;10,0;Maria;5;52702
2025-11-26;12:12;Pizza Hawaii;3;Large;33,75;Eva;12;52703
2025-11-26;13:25;Pizza Margherita;1;Small;8,0;Jonas;4;52704
2025-11-26;11:54;Pizza Prosciutto;3;Large;33,75;Jonas;12;52705
2025-11-26;21:01;Pizza Prosciutto;3;Large;33,75;Luca;8;52706
2025-11-26;22:54;Pizza Salami;2;Small;18,0;Mark;5;52707
2025-11-26;13:14;Pizza Prosciutto;3;Small;27,0;Leon;5;52708
2025-11-26;12:32;Pizza Diavola;1;Small;10,0;Sophie;11;52709
2025-11-26;19:57;Pizza Salami;3;Small;27,0;Luca;8;52710
2025-11-26;17:00;Pizza Salami;1;Large;11,25;Maria;12;52711
2025-11-26;14:05;Pizza Salami;3;Small;27,0;Sophie;9;52712
2025-11-26;18:33;Pizza Hawaii;2;Medium;18,0;Jonas;9;52713
2025-11-26;22:59;Pizza Margherita;1;Medium;8,0;Luca;1;52714
2025-11-26;13:46;Pizza Margherita;2;Large;20,0;Maria;11;52715
2025-11-27;17:31;Pizza Diavola;3;Small;30,0;Jonas;5;52716
2025-11-27;20:16;Pizza Prosciutto;2;Large;22,5;Luca;4;52717
2025-11-27;12:01;Pizza Funghi;3;Large;33,75;Leon;10;52718
2025-11-27;13:12;Pizza Margherita;3;Medium;24,0;Sophie;8;52719
2025-11-27;14:21;Pizza Salami;3;Large;33,75;Luca;11;52720
2025-11-27;19:09;Pizza Funghi;1;Medium;9,0;Leon;2;52721
2025-11-27;19:52;Pizza Salami;2;Medium;18,0;Maria;10;52722
2025-11-27;14:39;Pizza Diavola;2;Small;20,0;Leon;2;52723
2025-11-27;11:23;Pizza Salami;1;Small;9,0;Luca;1;52724
2025-11-27;17:59;Pizza Salami;2;Large;22,5;Maria;3;52725
2025-11-27;20:16;Pizza Hawaii;1;Medium;9,0;Jonas;2;52726
2025-11-27;14:29;Pizza Hawaii;2;Large;22,5;Maria;11;52727
2025-11-27;21:17;Pizza Salami;3;Small;27,0;Luca;4;52728
2025-11-27;12:44;Pizza Prosciutto;1;Medium;9,0;Maria;3;52729
2025-11-27;14:19;Pizza Salami;1;Small;9,0;Maria;12;52730
2025-11-27;17:08;Pizza Margherita;2;Small;16,0;Maria;3;52731
2025-11-27;20:17;Pizza Hawaii;3;Medium;27,0;Leon;10;52732
2025-11-28;19:43;Pizza Salami;1;Small;9,0;Jonas;11;52733
2025-11-28;13:14;Pizza Salami;1;Small;9,0;Luca;6;52734
2025-11-28;18:51;Pizza Margherita;2;Medium;16,0;Jonas;7;52735
2025-11-28;12:45;Pizza Margherita;1;Medium;8,0;Maria;2;52736
2025-11-28;11:02;Pizza Hawaii;2;Large;22,5;Maria;4;52737
2025-11-28;19:16;Pizza Salami;1;Medium;9,0;Eva;1;52738
2025-11-28;14:02;Pizza Prosciutto;3;Large;33,75;Maria;7;52739
2025-11-28;18:34;Pizza Margherita;1;Medium;8,0;Jonas;1;52740
2025-11-28;22:45;Pizza Funghi;1;Small;9,0;Jonas;8;52741
2025-11-28;17:48;Pizza Prosciutto;1;Medium;9,0;Maria;12;52742
2025-11-28;14:15;Pizza Funghi;2;Medium;18,0;Luca;6;52743
2025-11-28;20:05;Pizza Hawaii;3;Small;27,0;Maria;12;52744
2025-11-28;19:25;Pizza Prosciutto;2;Medium;18,0;Maria;10;52745
2025-11-28;17:25;Pizza Prosciutto;1;Large;11,25;Luca;6;52746
2025-11-28;13:02;Pizza Margherita;1;Medium;8,0;Leon;9;52747
2025-11-28;12:13;Pizza Margherita;2;Large;20,0;Eva;4;52748
2025-11-28;12:43;Pizza Diavola;1;Small;10,0;Luca;8;52749
2025-11-28;22:33;Pizza Prosciutto;2;Small;18,0;Maria;2;52750
2025-11-29;14:39;Pizza Salami;2;Small;18,0;Jonas;9;52751
2025-11-29;13:14;Pizza Salami;1;Medium;9,0;Jonas;3;52752
2025-11-29;22:47;Pizza Hawaii;2;Medium;18,0;Maria;3;52753
2025-11-29;13:45;Pizza Diavola;3;Large;37,5;Maria;10;52754
2025-11-29;14:01;Pizza Margherita;2;Large;20,0;Luca;9;52755
2025-11-29;18:43;Pizza Funghi;1;Small;9,0;Luca;4;52756
2025-11-29;21:35;Pizza Salami;2;Large;22,5;Maria;1;52757
2025-11-29;14:58;Pizza Prosciutto;2;Large;22,5;Eva;7;52758
2025-11-29;19:39;Pizza Prosciutto;3;Large;33,75;Eva;6;52759
2025-11-29;19:05;Pizza Diavola;3;Small;30,0;Jonas;11;52760
2025-11-29;21:47;Pizza Salami;3;Medium;27,0;Maria;10;52761
2025-11-29;19:14;Pizza Margherita;3;Small;24,0;Luca;11;52762
2025-11-29;13:52;Pizza Funghi;1;Medium;9,0;Jonas;12;52763
